#time = 0.2
#left_edge = 0.0
#right_edge = 1.0
x,density,velocity_x,velocity_y,velocity_z,pressure,bfield_x,bfield_y,bfield_z
0.228515625,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.232421875,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.236328125,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.240234375,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.244140625,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.248046875,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.251953125,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.255859375,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.259765625,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.263671875,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.267578125,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.271484375,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.275390625,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.279296875,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.283203125,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.287109375,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.291015625,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.294921875,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.298828125,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.302734375,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.306640625,1.08,1.2,0.01,0.5,0.95,0.5641895835477563,1.0155412503859613,0.5641895835477563
0.310546875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.314453125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.318359375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.322265625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.326171875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.330078125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.333984375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.337890625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.341796875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.345703125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.349609375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.353515625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.357421875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.361328125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.365234375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.369140625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.373046875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.376953125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.380859375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.384765625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.388671875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.392578125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.396484375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.400390625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.404296875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.408203125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.412109375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.416015625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.419921875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.423828125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.427734375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.431640625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.435546875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.439453125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.443359375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.447265625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.451171875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.455078125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.458984375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.462890625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.466796875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.470703125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.474609375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.478515625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.482421875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.486328125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.490234375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.494140625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.498046875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.501953125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.505859375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.509765625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.513671875,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.517578125,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.521484375,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.525390625,1.4903,0.60588,0.11235,0.55686,1.6558,0.5641895835477563,1.4383167148174727,0.7990617071786872
0.529296875,1.4903,0.60588,0.22157,0.30125,1.6558,0.5641895835477563,1.5716347134098074,0.48700844851842323
0.533203125,1.4903,0.60588,0.22157,0.30125,1.6558,0.5641895835477563,1.5716347134098074,0.48700844851842323
0.537109375,1.4903,0.60588,0.22157,0.30125,1.6558,0.5641895835477563,1.5716347134098074,0.48700844851842323
0.541015625,1.4903,0.60588,0.22157,0.30125,1.6558,0.5641895835477563,1.5716347134098074,0.48700844851842323
0.544921875,1.4903,0.60588,0.22157,0.30125,1.6558,0.5641895835477563,1.5716347134098074,0.48700844851842323
0.548828125,1.4903,0.60588,0.22157,0.30125,1.6558,0.5641895835477563,1.5716347134098074,0.48700844851842323
0.552734375,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.556640625,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.560546875,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.564453125,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.568359375,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.572265625,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.576171875,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.580078125,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.583984375,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.587890625,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.591796875,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.595703125,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.599609375,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.603515625,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.607421875,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.611328125,1.6343,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.615234375,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.619140625,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.623046875,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.626953125,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.630859375,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.634765625,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.638671875,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.642578125,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.646484375,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.650390625,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.654296875,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.658203125,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.662109375,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.666015625,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.669921875,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.673828125,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.677734375,1.4735,0.57538,0.047601,0.24734,1.9317,0.5641895835477563,1.4125614603285175,0.43772648839552675
0.681640625,1.309,0.53432,-0.18411,0.17554,1.5844,0.5641895835477563,1.6102816998828289,0.49899747716881304
0.685546875,1.309,0.53432,-0.18411,0.17554,1.5844,0.5641895835477563,1.6102816998828289,0.49899747716881304
0.689453125,1.309,0.53432,-0.18411,0.17554,1.5844,0.5641895835477563,1.6102816998828289,0.49899747716881304
0.693359375,1.309,0.53432,-0.18411,0.17554,1.5844,0.5641895835477563,1.6102816998828289,0.49899747716881304
0.697265625,1.309,0.53432,-0.18411,0.17554,1.5844,0.5641895835477563,1.6102816998828289,0.49899747716881304
0.701171875,1.309,0.53432,-0.18411,0.17554,1.5844,0.5641895835477563,1.6102816998828289,0.49899747716881304
0.705078125,1.309,0.53432,-0.18411,0.17554,1.5844,0.5641895835477563,1.6102816998828289,0.49899747716881304
0.708984375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.712890625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.716796875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.720703125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.724609375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.728515625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.732421875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.736328125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.740234375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.744140625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.748046875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.751953125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.755859375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.759765625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.763671875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.767578125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.771484375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.775390625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.779296875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.783203125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.787109375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.791015625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.794921875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.798828125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.802734375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.806640625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.810546875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.814453125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.818359375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.822265625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.826171875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.830078125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.833984375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.837890625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.841796875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.845703125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.849609375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.853515625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.857421875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.861328125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.865234375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.869140625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.873046875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.876953125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.880859375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.884765625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.888671875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.892578125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.896484375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.900390625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.904296875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.908203125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.912109375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.916015625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.919921875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.923828125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.927734375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.931640625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.935546875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.939453125,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.943359375,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.947265625,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
