#time = 0.2
#left_edge = 0.0
#right_edge = 1.0
x,density,velocity_x,velocity_y,velocity_z,pressure,bfield_x,bfield_y,bfield_z
0.951171875,1.309,0.53432,-0.094572,-0.047286,1.5844,0.5641895835477563,1.5078530809897337,0.7539265404948668
0.955078125,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
0.958984375,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
0.962890625,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
0.966796875,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
0.970703125,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
0.974609375,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
0.978515625,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
0.982421875,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
0.986328125,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
0.990234375,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
0.994140625,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
0.998046875,1.0,0.0,0.0,0.0,1.0,0.5641895835477563,1.1283791670955126,0.5641895835477563
