0 2.88741e-31
1 1.98915e-32
2 5.52105e-33
3 2.13757e-33
4 1.00736e-33
5 5.15028e-34
6 2.71363e-34
7 1.44651e-34
8 7.74897e-35
9 4.1619e-35
10 2.23959e-35
11 1.20749e-35
12 6.52476e-36
13 3.53503e-36
14 1.92116e-36
15 1.04776e-36
16 5.73671e-37
