0 1.47835e-28
1 9.5131e-30
2 2.32843e-30
3 7.4088e-31
4 2.94665e-31
5 1.38612e-31
6 7.2017e-32
7 3.94649e-32
8 2.22556e-32
9 1.27512e-32
10 7.37131e-33
11 4.28299e-33
12 2.49582e-33
13 1.45682e-33
14 8.5118e-34
15 4.97612e-34
16 2.91022e-34
