0 2.30992e-30
1 1.50368e-31
2 3.82861e-32
3 1.34921e-32
4 6.11086e-33
5 3.15662e-33
6 1.71691e-33
7 9.52108e-34
8 5.32124e-34
9 2.98438e-34
10 1.67679e-34
11 9.43209e-35
12 5.31089e-35
13 2.99343e-35
14 1.68913e-35
15 9.54372e-36
16 5.40002e-36
17 3.06024e-36
