0 1.84794e-29
1 1.1909e-30
2 2.93966e-31
3 9.63772e-32
4 4.03977e-32
5 2.00028e-32
6 1.07578e-32
7 6.00088e-33
8 3.40229e-33
9 1.94347e-33
10 1.11405e-33
11 6.39645e-34
12 3.67541e-34
13 2.11276e-34
14 1.21486e-34
15 6.98793e-35
16 4.02119e-35
